SO43726,44,3561,2011-01-05,2011-01-12,2011-01-17,699,1,699
SO43727,15,5608,2011-01-05,2011-01-12,2011-01-17,3578,1,3578
SO43728,17,16667,2011-01-06,2011-01-13,2011-01-18,3578,1,3578
SO43729,26,239,2011-01-06,2011-01-13,2011-01-18,3400,1,3400
SO43730,26,14862,2011-01-06,2011-01-13,2011-01-18,3400,1,3400
SO43731,18,5630,2011-01-06,2011-01-13,2011-01-18,3578,1,3578
SO43732,30,26,2011-01-06,2011-01-13,2011-01-18,3375,1,3375
SO43733,16,16578,2011-01-06,2011-01-13,2011-01-18,3578,1,3578
SO43734,16,16605,2011-01-07,2011-01-14,2011-01-19,3578,1,3578
SO43735,14,5523,2011-01-07,2011-01-14,2011-01-19,3578,1,3578
SO43736,26,3,2011-01-07,2011-01-14,2011-01-19,3400,1,3400
SO43737,15,2262,2011-01-08,2011-01-15,2011-01-20,3578,1,3578
SO43738,16,607,2011-01-08,2011-01-15,2011-01-20,3578,1,3578
SO43739,14,2564,2011-01-08,2011-01-15,2011-01-20,3578,1,3578
SO43740,16,5528,2011-01-08,2011-01-15,2011-01-20,3578,1,3578
SO43741,14,16672,2011-01-09,2011-01-16,2011-01-21,3578,1,3578
SO43742,18,2577,2011-01-09,2011-01-16,2011-01-21,3578,1,3578
SO43743,27,8,2011-01-09,2011-01-16,2011-01-21,3400,1,3400
SO43744,17,5632,2011-01-09,2011-01-16,2011-01-21,3578,1,3578
SO43745,15,5515,2011-01-10,2011-01-17,2011-01-22,3578,1,3578
SO43746,16,5617,2011-01-10,2011-01-17,2011-01-22,3578,1,3578
SO43747,18,16624,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43748,17,16626,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43749,18,16637,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43750,15,592,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43751,17,593,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43752,15,2266,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43753,14,5483,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43754,16,16618,2011-01-12,2011-01-19,2011-01-24,3578,1,3578
SO43755,15,16671,2011-01-12,2011-01-19,2011-01-24,3578,1,3578
SO43756,44,8942,2011-01-12,2011-01-19,2011-01-24,699,1,699
SO43757,30,18,2011-01-12,2011-01-19,2011-01-24,3375,1,3375
SO43758,14,16647,2011-01-13,2011-01-20,2011-01-25,3578,1,3578
SO43759,14,2258,2011-01-13,2011-01-20,2011-01-25,3578,1,3578
SO43760,18,5353,2011-01-13,2011-01-20,2011-01-25,3578,1,3578
SO43761,14,5494,2011-01-13,2011-01-20,2011-01-25,3578,1,3578
SO43762,18,16579,2011-01-14,2011-01-21,2011-01-26,3578,1,3578
SO43763,17,5526,2011-01-14,2011-01-21,2011-01-26,3578,1,3578
SO43764,14,5613,2011-01-14,2011-01-21,2011-01-26,3578,1,3578
SO43765,26,11,2011-01-14,2011-01-21,2011-01-26,3400,1,3400
SO43766,17,5519,2011-01-15,2011-01-22,2011-01-27,3578,1,3578
SO43767,30,2,2011-01-15,2011-01-22,2011-01-27,3375,1,3375
SO43768,16,16650,2011-01-16,2011-01-23,2011-01-28,3578,1,3578
SO43769,16,10660,2011-01-16,2011-01-23,2011-01-28,3578,1,3578
SO43770,16,16615,2011-01-16,2011-01-23,2011-01-28,3578,1,3578
SO43771,43,3560,2011-01-16,2011-01-23,2011-01-28,699,1,699
SO43772,16,5525,2011-01-16,2011-01-23,2011-01-28,3578,1,3578
SO43773,18,5527,2011-01-16,2011-01-23,2011-01-28,3578,1,3578
SO43774,17,5349,2011-01-16,2011-01-23,2011-01-28,3578,1,3578
SO43775,27,28,2011-01-16,2011-01-23,2011-01-28,3400,1,3400
SO43776,18,2261,2011-01-17,2011-01-24,2011-01-29,3578,1,3578
SO43777,15,5516,2011-01-17,2011-01-24,2011-01-29,3578,1,3578
SO43778,25,19,2011-01-17,2011-01-24,2011-01-29,3400,1,3400
SO43779,41,14253,2011-01-17,2011-01-24,2011-01-29,699,1,699
SO43780,15,600,2011-01-18,2011-01-25,2011-01-30,3578,1,3578
SO43781,16,5496,2011-01-18,2011-01-25,2011-01-30,3578,1,3578
SO43782,16,5517,2011-01-18,2011-01-25,2011-01-30,3578,1,3578
SO43783,16,5621,2011-01-18,2011-01-25,2011-01-30,3578,1,3578
SO43784,14,16668,2011-01-19,2011-01-26,2011-01-31,3578,1,3578
SO43785,15,602,2011-01-19,2011-01-26,2011-01-31,3578,1,3578
SO43786,15,608,2011-01-19,2011-01-26,2011-01-31,3578,1,3578
SO43787,24,18386,2011-01-19,2011-01-26,2011-01-31,3400,1,3400
SO43788,31,240,2011-01-19,2011-01-26,2011-01-31,3375,1,3375
SO43789,31,14866,2011-01-19,2011-01-26,2011-01-31,3375,1,3375
SO43790,24,14858,2011-01-19,2011-01-26,2011-01-31,3400,1,3400
SO43791,18,5485,2011-01-19,2011-01-26,2011-01-31,3578,1,3578
SO43792,16,5624,2011-01-19,2011-01-26,2011-01-31,3578,1,3578
SO43793,24,1,2011-01-19,2011-01-26,2011-01-31,3400,1,3400
SO43794,27,30,2011-01-19,2011-01-26,2011-01-31,3400,1,3400
SO43795,16,16616,2011-01-20,2011-01-27,2011-02-01,3578,1,3578
SO43796,49,6957,2011-01-20,2011-01-27,2011-02-01,699,1,699
SO43797,16,5346,2011-01-20,2011-01-27,2011-02-01,3578,1,3578
SO43798,14,5522,2011-01-20,2011-01-27,2011-02-01,3578,1,3578
SO43799,16,5637,2011-01-20,2011-01-27,2011-02-01,3578,1,3578
SO43800,15,10711,2011-01-21,2011-01-28,2011-02-02,3578,1,3578
SO43801,15,2584,2011-01-21,2011-01-28,2011-02-02,3578,1,3578
SO43802,16,594,2011-01-21,2011-01-28,2011-02-02,3578,1,3578
SO43803,18,10742,2011-01-22,2011-01-29,2011-02-03,3578,1,3578
SO43804,14,2586,2011-01-22,2011-01-29,2011-02-03,3578,1,3578
SO43805,42,3511,2011-01-22,2011-01-29,2011-02-03,699,1,699
SO43806,16,5524,2011-01-22,2011-01-29,2011-02-03,3578,1,3578
SO43807,16,612,2011-01-23,2011-01-30,2011-02-04,3578,1,3578
SO43808,17,2260,2011-01-23,2011-01-30,2011-02-04,3578,1,3578
SO43809,14,5351,2011-01-23,2011-01-30,2011-02-04,3578,1,3578
SO43810,25,5,2011-01-23,2011-01-30,2011-02-04,3400,1,3400
SO43811,26,27,2011-01-23,2011-01-30,2011-02-04,3400,1,3400
SO43812,16,16663,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43813,30,17391,2011-01-24,2011-01-31,2011-02-05,3375,1,3375
SO43814,30,14867,2011-01-24,2011-01-31,2011-02-05,3375,1,3375
SO43815,15,5495,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43816,18,5497,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43817,14,5520,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43818,16,5529,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43819,26,7,2011-01-24,2011-01-31,2011-02-05,3400,1,3400
SO43820,16,16652,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43821,14,16664,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43822,17,16670,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43823,49,8943,2011-01-25,2011-02-01,2011-02-06,699,1,699
SO43824,47,3559,2011-01-25,2011-02-01,2011-02-06,699,1,699
SO43825,17,5350,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43826,28,9,2011-01-25,2011-02-01,2011-02-06,3375,1,3375
SO43827,47,14251,2011-01-25,2011-02-01,2011-02-06,699,1,699
SO43828,14,16606,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43829,14,16612,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43830,15,5348,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43831,29,29,2011-01-26,2011-02-02,2011-02-07,3375,1,3375
SO43832,14,2585,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43833,14,10728,2011-01-27,2011-02-03,2011-02-08,3578,1,3578
SO43834,28,17394,2011-01-27,2011-02-03,2011-02-08,3375,1,3375
SO43835,28,8803,2011-01-27,2011-02-03,2011-02-08,3375,1,3375
SO43836,40,15621,2011-01-27,2011-02-03,2011-02-08,699,1,699
SO43837,30,10,2011-01-27,2011-02-03,2011-02-08,3375,1,3375
SO43838,17,16642,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43839,15,16674,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43840,41,6958,2011-01-28,2011-02-04,2011-02-09,699,1,699
SO43841,18,2407,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43842,16,5631,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43918,17,11042,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43919,18,1125,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43920,17,17067,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43921,17,5744,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43922,14,2547,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43923,16,17019,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43924,14,1133,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43925,18,5662,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43926,31,56,2011-01-31,2011-02-07,2011-02-12,3375,1,3375
SO43927,18,5663,2011-01-31,2011-02-07,2011-02-12,3578,1,3578
SO43928,17,5741,2011-01-31,2011-02-07,2011-02-12,3578,1,3578
SO43929,39,14271,2011-01-31,2011-02-07,2011-02-12,699,1,699
SO43930,16,17039,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43931,17,2549,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43932,18,5742,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43933,27,32,2011-02-01,2011-02-08,2011-02-13,3400,1,3400
SO43934,26,35,2011-02-01,2011-02-08,2011-02-13,3400,1,3400
SO43935,45,9049,2011-02-02,2011-02-09,2011-02-14,699,1,699
SO43936,15,17066,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43937,16,6048,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43938,14,5687,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43939,16,5660,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43940,46,14295,2011-02-02,2011-02-09,2011-02-14,699,1,699
SO43941,18,2601,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43942,14,6052,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43943,47,3566,2011-02-03,2011-02-10,2011-02-15,699,1,699
SO43944,24,55,2011-02-03,2011-02-10,2011-02-15,3400,1,3400
SO43945,14,5676,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43946,17,5688,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43947,14,5713,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43948,25,48,2011-02-03,2011-02-10,2011-02-15,3400,1,3400
SO43949,14,16727,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43950,15,17015,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43951,15,5697,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43952,16,5640,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43953,49,9050,2011-02-05,2011-02-12,2011-02-17,699,1,699
SO43954,15,2603,2011-02-05,2011-02-12,2011-02-17,3578,1,3578
SO43955,18,2662,2011-02-05,2011-02-12,2011-02-17,3578,1,3578
SO43956,24,31,2011-02-05,2011-02-12,2011-02-17,3400,1,3400
SO43957,17,17069,2011-02-06,2011-02-13,2011-02-18,3578,1,3578
SO43958,16,5659,2011-02-06,2011-02-13,2011-02-18,3578,1,3578
SO43959,28,36,2011-02-06,2011-02-13,2011-02-18,3375,1,3375
SO43960,29,47,2011-02-06,2011-02-13,2011-02-18,3375,1,3375
SO43961,15,17032,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43962,16,17077,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43963,18,5686,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43964,16,5746,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43965,31,39,2011-02-07,2011-02-14,2011-02-19,3375,1,3375
SO43966,27,40,2011-02-07,2011-02-14,2011-02-19,3400,1,3400
SO43967,17,17041,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43968,17,17068,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43969,14,17072,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43970,15,5685,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43971,18,5658,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43972,18,10940,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43973,16,17040,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43974,16,2688,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43975,16,2541,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43976,14,17064,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43977,16,5704,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43978,14,17031,2011-02-10,2011-02-17,2011-02-22,3578,1,3578
SO43979,39,3577,2011-02-10,2011-02-17,2011-02-22,699,1,699
SO43980,31,49,2011-02-10,2011-02-17,2011-02-22,3375,1,3375
SO43981,18,5665,2011-02-10,2011-02-17,2011-02-22,3578,1,3578
SO43982,49,14272,2011-02-10,2011-02-17,2011-02-22,699,1,699
SO43983,18,17018,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43984,15,2546,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43985,17,2516,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43986,14,17071,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43987,14,17043,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43988,24,245,2011-02-12,2011-02-19,2011-02-24,3400,1,3400
SO43989,16,17084,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43990,24,14873,2011-02-12,2011-02-19,2011-02-24,3400,1,3400
SO43991,14,5661,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43992,15,5639,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43993,18,5930,2011-02-14,2011-02-21,2011-02-26,3578,1,3578
SO43994,18,16682,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43995,16,10814,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43996,14,16921,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43997,14,17023,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43998,28,34,2011-02-15,2011-02-22,2011-02-27,3375,1,3375
SO43999,15,17048,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO44000,15,16919,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44001,17,17045,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44002,46,3573,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44003,49,8326,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44004,14,17062,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44005,45,15630,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44006,14,5745,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44007,38,14556,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44008,16,16679,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44009,18,16760,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44010,14,2681,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44011,14,2515,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44012,29,53,2011-02-17,2011-02-24,2011-03-01,3375,1,3375
SO44013,16,5929,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44014,17,16918,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44015,15,2694,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44016,30,248,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44017,14,17079,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44018,30,14877,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44019,14,5702,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44020,15,5932,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44021,28,33,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44022,17,11009,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44023,29,8831,2011-02-19,2011-02-26,2011-03-03,3375,1,3375
SO44024,18,5664,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44025,18,5709,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44026,14,6046,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44027,14,10922,2011-02-20,2011-02-27,2011-03-04,3578,1,3578
SO44028,16,6049,2011-02-20,2011-02-27,2011-03-04,3578,1,3578
SO44029,30,51,2011-02-20,2011-02-27,2011-03-04,3375,1,3375
SO44030,15,1132,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44031,17,2690,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44032,24,244,2011-02-21,2011-02-28,2011-03-05,3400,1,3400
SO44033,18,5694,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44034,17,5703,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44035,16,5708,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44036,14,6047,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44037,42,14273,2011-02-21,2011-02-28,2011-03-05,699,1,699
SO44038,24,14869,2011-02-21,2011-02-28,2011-03-05,3400,1,3400
SO44039,49,6972,2011-02-22,2011-03-01,2011-03-06,699,1,699
SO44040,31,58,2011-02-22,2011-03-01,2011-03-06,3375,1,3375
SO44041,17,5743,2011-02-22,2011-03-01,2011-03-06,3578,1,3578
SO44042,17,2679,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44043,15,2680,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44044,18,2691,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44045,24,17395,2011-02-23,2011-03-02,2011-03-07,3400,1,3400
SO44046,17,17065,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44047,24,14879,2011-02-23,2011-03-02,2011-03-07,3400,1,3400
SO44048,18,5714,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44049,18,2539,2011-02-24,2011-03-03,2011-03-08,3578,1,3578
SO44050,14,6051,2011-02-24,2011-03-03,2011-03-08,3578,1,3578
SO44051,14,2692,2011-02-25,2011-03-04,2011-03-09,3578,1,3578
SO44052,18,5638,2011-02-25,2011-03-04,2011-03-09,3578,1,3578
SO44053,47,8330,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44054,18,2543,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44055,14,2544,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44056,18,2560,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44057,47,3578,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44058,30,57,2011-02-26,2011-03-05,2011-03-10,3375,1,3375
SO44059,17,5689,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44060,49,14274,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44061,14,16920,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44062,14,17042,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44063,24,241,2011-02-27,2011-03-06,2011-03-11,3400,1,3400
SO44064,14,11051,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44065,14,17063,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44066,24,14868,2011-02-27,2011-03-06,2011-03-11,3400,1,3400
SO44067,14,6050,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44068,17,2542,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44069,29,17396,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44070,29,8830,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44071,17,5692,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44072,15,5657,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44073,31,45,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44134,14,2822,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44135,14,17157,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44136,15,11115,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44137,18,6329,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44138,14,2766,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44139,15,2793,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44140,15,1222,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44141,17,2573,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44142,17,11059,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44143,17,17146,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44144,16,6072,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44145,14,6310,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44146,17,6311,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44147,14,6321,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44148,14,17173,2011-03-03,2011-03-10,2011-03-15,3578,1,3578
SO44149,16,6243,2011-03-03,2011-03-10,2011-03-15,3578,1,3578
SO44150,16,6316,2011-03-03,2011-03-10,2011-03-15,3578,1,3578
SO44151,42,14559,2011-03-03,2011-03-10,2011-03-15,699,1,699
SO44152,26,335,2011-03-04,2011-03-11,2011-03-16,3400,1,3400
SO44153,16,17169,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44154,15,17182,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44155,17,17132,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44156,26,14888,2011-03-04,2011-03-11,2011-03-16,3400,1,3400
SO44157,18,6056,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44158,15,2568,2011-03-05,2011-03-12,2011-03-17,3578,1,3578
SO44159,15,17183,2011-03-05,2011-03-12,2011-03-17,3578,1,3578
SO44160,16,17187,2011-03-05,2011-03-12,2011-03-17,3578,1,3578
SO44161,18,2773,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44162,15,17186,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44163,18,17194,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44164,14,17089,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44165,17,6066,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44166,47,3582,2011-03-06,2011-03-13,2011-03-18,699,1,699
SO44167,18,6309,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44168,17,1212,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44169,15,17180,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44170,18,17184,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44171,17,17113,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44172,47,3585,2011-03-07,2011-03-14,2011-03-19,699,1,699
SO44173,16,2785,2011-03-08,2011-03-15,2011-03-20,3578,1,3578
SO44174,15,6230,2011-03-08,2011-03-15,2011-03-20,3578,1,3578
SO44175,17,6247,2011-03-08,2011-03-15,2011-03-20,3578,1,3578
SO44176,18,1221,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44177,30,338,2011-03-09,2011-03-16,2011-03-21,3375,1,3375
SO44178,16,17098,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44179,30,14889,2011-03-09,2011-03-16,2011-03-21,3375,1,3375
SO44180,27,59,2011-03-09,2011-03-16,2011-03-21,3400,1,3400
SO44181,16,6295,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44182,14,6300,2011-03-09,2011-03-16,2011-03-21,3578,1,3578
SO44183,14,17159,2011-03-10,2011-03-17,2011-03-22,3578,1,3578
SO44184,18,6248,2011-03-10,2011-03-17,2011-03-22,3578,1,3578
SO44185,14,6281,2011-03-10,2011-03-17,2011-03-22,3578,1,3578
SO44186,27,14890,2011-03-12,2011-03-19,2011-03-24,3400,1,3400
SO44187,17,6070,2011-03-12,2011-03-19,2011-03-24,3578,1,3578
SO44188,45,9053,2011-03-13,2011-03-20,2011-03-25,699,1,699
SO44189,39,9055,2011-03-13,2011-03-20,2011-03-25,699,1,699
SO44190,28,62,2011-03-13,2011-03-20,2011-03-25,3375,1,3375
SO44191,14,6249,2011-03-13,2011-03-20,2011-03-25,3578,1,3578
SO44192,16,2571,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44193,16,17165,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
